revision	user	timestamp
74591	ReactomeTeam	20140430083829
74947	Anwesha	20140508134727
75592	ReactomeTeam	20140610104336
75892	ReactomeTeam	20140611095453
76559	ReactomeTeam	20140716115433
76854	ReactomeTeam	20140717081258
81385	ReactomeTeam	20150821125456
83068	ReactomeTeam	20151118095130
86477	ReactomeTeam	20160711091911
86958	Mkutmon	20160715132649
93391	ReactomeTeam	20170809112223
93836	ReactomeTeam	20170816133958
99349	ReactomeTeam	20181031124814
99799	ReactomeTeam	20181031151948
100247	ReactomeTeam	20181031165442
100697	ReactomeTeam	20181031200934
101171	ReactomeTeam	20181031213648
101635	ReactomeTeam	20181101114957
101751	Egonw	20181105123246
