revision	user	timestamp
74711	ReactomeTeam	20140430084715
75067	Anwesha	20140508135742
75714	ReactomeTeam	20140610110638
76007	ReactomeTeam	20140611100640
76679	ReactomeTeam	20140716120441
76974	ReactomeTeam	20140717082622
81498	ReactomeTeam	20150821130214
83341	ReactomeTeam	20151118105112
86490	ReactomeTeam	20160711091927
87153	Mkutmon	20160718185748
93404	ReactomeTeam	20170809112244
93847	ReactomeTeam	20170816134035
99317	ReactomeTeam	20181031124704
99755	ReactomeTeam	20181031151531
100204	ReactomeTeam	20181031164926
100654	ReactomeTeam	20181031200449
101126	ReactomeTeam	20181031213053
101590	ReactomeTeam	20181101114614
