revision	user	timestamp
39885	MaintBot	20110121055455
42077	MaintBot	20110304215520
44913	MartijnVanIersel	20111006103610
74759	ReactomeTeam	20140430085040
75112	Anwesha	20140508140628
75762	ReactomeTeam	20140610112650
76727	ReactomeTeam	20140716120913
77022	ReactomeTeam	20140717083202
81553	ReactomeTeam	20150821130542
83378	ReactomeTeam	20151118110409
86753	ReactomeTeam	20160711092535
93638	ReactomeTeam	20170809112933
94019	ReactomeTeam	20170816135158
99461	ReactomeTeam	20181031143850
99905	ReactomeTeam	20181031160617
100360	ReactomeTeam	20181031192259
100819	ReactomeTeam	20181031204756
101282	ReactomeTeam	20181101111710
101749	DeSl	20181105122922
101750	DeSl	20181105123014
