revision	user	timestamp
74755	ReactomeTeam	20140430085018
75108	Anwesha	20140508140603
75758	ReactomeTeam	20140610112554
76049	ReactomeTeam	20140611101102
76723	ReactomeTeam	20140716120847
77018	ReactomeTeam	20140717083124
81551	ReactomeTeam	20150821130534
83183	ReactomeTeam	20151118101806
86639	ReactomeTeam	20160711092253
87119	Egonw	20160718183742
93540	ReactomeTeam	20170809112630
93947	ReactomeTeam	20170816134659
99302	ReactomeTeam	20181031124634
99733	ReactomeTeam	20181031151235
100183	ReactomeTeam	20181031164608
100633	ReactomeTeam	20181031200123
101104	ReactomeTeam	20181031212716
101568	ReactomeTeam	20181101114348
